seed,offset,N,steps,families,parity_even,parity_odd,n_edges,density,components,degree_mean,degree_sd,strength_mean,strength_sd,edge_weight_min,edge_weight_max,edge_weight_mean,edge_weight_cv,global_clustering,A_assort_unweighted,V_assort_unweighted,A_assort_weighted,V_assort_weighted,mean_abs_dA,mean_abs_dV,weighted_abs_dA,weighted_abs_dV,M_DY_minus_D_rA,M_DY_minus_D_rV
404,5,4000,12000,1000,6080,5920,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5920.0,6080.0,6000.0,0.0133333333333,0.0,-0.00616972496838,0.0226099139206,-0.00641063520277,0.0223811946219,0.220934066009,0.185013135755,0.220963992957,0.185037110914,-0.21755199999999997,-0.096991
505,5,4000,12000,1000,5939,6061,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5939.0,6061.0,6000.0,0.0101666666667,0.0,-0.00513143001195,-0.0116113949447,-0.00506264179055,-0.0119483623233,0.224482290573,0.190947959216,0.22446833805,0.190988818889,-0.17752700000000005,-0.10006800000000005
606,5,4000,12000,1000,6048,5952,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5952.0,6048.0,6000.0,0.008,0.0,-0.00893111525666,0.00578235077436,-0.00892684314006,0.0058618967553,0.223531803034,0.185695520764,0.22353290057,0.185695368394,0.04331499999999999,0.024668000000000023
707,5,4000,12000,1000,5886,6114,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5886.0,6114.0,6000.0,0.019,0.0,-0.0218703492935,0.0190327597913,-0.0214148908255,0.0192310355647,0.220347035124,0.18850431225,0.220285146564,0.188520008246,-0.04020299999999999,-0.023998999999999993
808,5,4000,12000,1000,5973,6027,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5973.0,6027.0,6000.0,0.0045,0.0,-0.0114796224918,0.00563154828802,-0.011520871164,0.00557900045869,0.219529899274,0.186519600966,0.219533532483,0.186526620587,0.322391,0.2173638
909,5,4000,12000,1000,5981,6019,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5981.0,6019.0,6000.0,0.00316666666667,0.0,0.013220211758,0.00203384235382,0.0132462648673,0.00203703624663,0.221898788838,0.18747399683,0.221895134506,0.187474796805,-0.011619000000000046,-0.024229
1010,5,4000,12000,1000,5947,6053,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5947.0,6053.0,6000.0,0.00883333333333,0.0,0.000973583253739,0.0209861669498,0.000825594381546,0.0208817332618,0.217896080825,0.184639657068,0.217912753882,0.18464669506,-0.18766599999999994,-0.09384700000000001
1111,5,4000,12000,1000,5989,6011,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5989.0,6011.0,6000.0,0.00183333333333,0.0,-0.00166766814106,0.0140539742968,-0.00167778554348,0.0140016717824,0.224974948439,0.188943763159,0.224976894111,0.18894709557,0.541882,0.362019
1212,5,4000,12000,1000,5936,6064,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5936.0,6064.0,6000.0,0.0106666666667,0.0,0.0103036860255,0.000759758418185,0.0100827257662,0.000752050433652,0.222450051737,0.18690139868,0.222487853528,0.186898316263,-0.22243200000000002,-0.146801
101,6,4000,12000,1000,6065,5935,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5935.0,6065.0,6000.0,0.0108333333333,0.0,0.00484477924646,-0.0213469438639,0.00457711811068,-0.021515417761,0.220896521922,0.190595566318,0.220931300796,0.190603710191,0.05806500000000003,0.023517999999999983
202,6,4000,12000,1000,6013,5987,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5987.0,6013.0,6000.0,0.00216666666667,0.0,0.0236856680718,-0.0154674611199,0.0236727901687,-0.0154208282181,0.218831766851,0.18918472682,0.21883292159,0.189181455758,-0.20269200000000004,-0.14246199999999998
303,6,4000,12000,1000,6065,5935,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5935.0,6065.0,6000.0,0.0108333333333,0.0,-0.00567649333646,-0.0106082862184,-0.00602285373723,-0.0106017827252,0.221478329098,0.191384345483,0.221524142218,0.191384701753,-0.16441499999999998,-0.11809700000000001
404,6,4000,12000,1000,6080,5920,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5920.0,6080.0,6000.0,0.0133333333333,0.0,-0.00769135181686,0.0079214740155,-0.00742942130215,0.00825876540417,0.222183455194,0.184580835712,0.222160505442,0.18453247188,-0.22404199999999996,-0.10747999999999996
505,6,4000,12000,1000,5939,6061,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5939.0,6061.0,6000.0,0.0101666666667,0.0,0.0189858239285,0.031879434305,0.0189572565934,0.0319870874984,0.221824464526,0.186451841089,0.22183802856,0.186451125249,-0.177543,-0.09914200000000001
606,6,4000,12000,1000,6048,5952,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5952.0,6048.0,6000.0,0.008,0.0,0.0129034238135,0.00902632816528,0.0128955762694,0.00902240417935,0.219811835324,0.186261663095,0.219815786996,0.186252598147,0.052153000000000005,0.022979000000000027
707,6,4000,12000,1000,5886,6114,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5886.0,6114.0,6000.0,0.019,0.0,0.0198780413072,-0.0318602960677,0.0198374006615,-0.0323165078909,0.216918127518,0.193004817856,0.216958629691,0.193059232643,-0.03451699999999991,-0.03310000000000002
808,6,4000,12000,1000,5973,6027,4000,0.000500125031258,1,2.0,0.0,12000.0,0.0,5973.0,6027.0,6000.0,0.0045,0.0,-0.0124818870399,0.00585834447069,-0.012426135094,0.00584091959552,0.220644442075,0.186940606449,0.220639309011,0.186936915057,0.3170803,0.21428260000000002
