seed,offset_0_rA,offset_0_rV,offset_1_rA,offset_1_rV,rA_mean_across_offsets,rV_mean_across_offsets,rA_sd_across_offsets,rV_sd_across_offsets
101,0.04616500000000001,0.02915000000000001,-0.014816999999999969,-0.023028999999999994,0.01567400000000002,0.0030605000000000077,0.03049099999999999,0.0260895
202,-0.148005,-0.15829299999999996,-0.121168,-0.15077200000000002,-0.1345865,-0.1545325,0.0134185,0.003760499999999972
