seed,mixing,condition,recipient_rule,partner_signal_scale,alpha_scale,rA,rV,rate,pair_x_corr_post,pair_q_corr_post,repeat1,repeat5,repeat20,pair_digest
2121,random,Y_ABLATE,both_update,0,1,0.0941699,0.0773724,0.214631,0.936225,0.728526,0.000241875,0.00124625,0.00497975,6823530061885106871
2222,random,Y_ABLATE,both_update,0,1,0.212912,0.175193,0.327054,0.971093,0.670957,0.000244083,0.00124738,0.00499696,9549826686038314684
2323,random,Y_ABLATE,both_update,0,1,0.109018,0.104526,0.171758,0.950121,0.695951,0.0002535,0.00124875,0.00498863,12942702738109462900
2424,random,Y_ABLATE,both_update,0,1,0.662359,0.44913,0.129938,0.967906,0.719979,0.000247167,0.00125913,0.00501483,1924404037196765821
2525,random,Y_ABLATE,both_update,0,1,0.631326,0.421535,0.103118,0.966115,0.708468,0.000253417,0.00124242,0.004967,2742544841774463500
2626,random,Y_ABLATE,both_update,0,1,0.0636503,0.0706232,0.217257,0.966642,0.690572,0.000252292,0.00123508,0.00497933,620250434444110995
2727,random,Y_ABLATE,both_update,0,1,0.042315,0.0627679,0.263304,0.977071,0.507,0.000260125,0.00125679,0.00497333,2022552238131814483
2828,random,Y_ABLATE,both_update,0,1,0.43554,0.344329,0.304289,0.949811,0.697439,0.000253167,0.0012575,0.00499158,3998001521368178311
2929,random,Y_ABLATE,both_update,0,1,0.562565,0.385048,0.318725,0.965183,0.711834,0.000252042,0.00124425,0.00497775,9683457375107194807
3030,random,Y_ABLATE,both_update,0,1,0.0374544,0.0496109,0.177498,0.97038,0.720187,0.000248833,0.00125204,0.00497058,10071646235806721820
3131,random,Y_ABLATE,both_update,0,1,0.306964,0.227293,0.154643,0.974836,0.695002,0.000247417,0.00125225,0.00498942,9229365724962856925
3232,random,Y_ABLATE,both_update,0,1,0.0421056,0.0578327,0.249824,0.966152,0.674434,0.000251708,0.00125296,0.00499787,13671435268397155858
3333,random,Y_ABLATE,both_update,0,1,0.0463864,0.0443777,0.324807,0.97352,0.683503,0.000246833,0.001239,0.00495612,2059749156295377661
3434,random,Y_ABLATE,both_update,0,1,0.040879,0.0504437,0.225139,0.972481,0.742631,0.000251875,0.00124408,0.004983,7553414289207416667
3535,random,Y_ABLATE,both_update,0,1,0.0412759,0.0647772,0.323336,0.970004,0.507409,0.0002545,0.00126125,0.00500029,14471077341508696832
3636,random,Y_ABLATE,both_update,0,1,0.063822,0.0727711,0.278204,0.978789,0.634028,0.000249958,0.00124887,0.00496383,16185903053348071721
3737,random,Y_ABLATE,both_update,0,1,0.0502741,0.0462228,0.387252,0.966949,0.71293,0.000255667,0.00125208,0.00498858,5416711868088930675
3838,random,Y_ABLATE,both_update,0,1,0.472782,0.316713,0.198493,0.950127,0.755748,0.000253625,0.00126267,0.00500525,3366072728673555250
3939,random,Y_ABLATE,both_update,0,1,0.10345,0.0900254,0.22185,0.954582,0.740794,0.000241583,0.00123354,0.004962,13885551371623210596
4040,random,Y_ABLATE,both_update,0,1,0.168452,0.123181,0.223278,0.953416,0.713217,0.000251083,0.00124275,0.00496796,13341758029431325002
4141,random,Y_ABLATE,both_update,0,1,0.0999935,0.0991916,0.196899,0.979627,0.681906,0.000248958,0.0012475,0.00499296,10471921851167804589
4242,random,Y_ABLATE,both_update,0,1,0.20848,0.163521,0.345562,0.963814,0.67816,0.000254458,0.00124546,0.00497712,11216438071147082940
4343,random,Y_ABLATE,both_update,0,1,0.0653673,0.0843798,0.348669,0.970352,0.685386,0.000249333,0.00123896,0.00497129,14660719490780590819
4444,random,Y_ABLATE,both_update,0,1,0.293494,0.20617,0.192001,0.976893,0.729672,0.000248458,0.00124546,0.00497029,12858910272898107015
4545,random,Y_ABLATE,both_update,0,1,0.406835,0.288258,0.359583,0.950966,0.693628,0.000250875,0.00125063,0.00496879,4665785661025933132
4646,random,Y_ABLATE,both_update,0,1,0.110319,0.103966,0.0632612,0.970248,0.701875,0.000253917,0.001259,0.00498004,10612391144567432223
4747,random,Y_ABLATE,both_update,0,1,0.0544663,0.0440043,0.0858218,0.963714,0.619278,0.000249583,0.00124908,0.00497679,2806913601698330356
4848,random,Y_ABLATE,both_update,0,1,0.0721859,0.0640833,0.235601,0.965001,0.68678,0.000254417,0.00124862,0.00500308,13041343288079651521
4949,random,Y_ABLATE,both_update,0,1,0.514105,0.355224,0.16467,0.976744,0.755639,0.000252458,0.00124471,0.00498117,15688078512293176947
5050,random,Y_ABLATE,both_update,0,1,0.051399,0.0428068,0.0627988,0.974446,0.755931,0.000248208,0.00125821,0.00498308,14347374636339464340
5151,random,Y_ABLATE,both_update,0,1,0.363619,0.263187,0.31266,0.979107,0.705668,0.000253875,0.00125487,0.00499342,9535685278167279799
5252,random,Y_ABLATE,both_update,0,1,0.39232,0.293939,0.385035,0.955213,0.734922,0.000248292,0.00125129,0.00498538,8498188523165093839
5353,random,Y_ABLATE,both_update,0,1,0.0620299,0.0749502,0.318474,0.967971,0.660403,0.000249958,0.0012565,0.00500179,11689919448206570347
5454,random,Y_ABLATE,both_update,0,1,0.576515,0.423021,0.177571,0.970491,0.71904,0.00025275,0.00125058,0.00499987,7295714592094838707
5555,random,Y_ABLATE,both_update,0,1,0.276661,0.227459,0.462415,0.968833,0.54708,0.000253,0.00125254,0.00499367,5149605271688457828
5656,random,Y_ABLATE,both_update,0,1,0.0561165,0.0671475,0.157117,0.968466,0.732399,0.000246875,0.00124867,0.00499063,11541920501219194692
101,random,Y_HALFALPHA,both_update,1,0.5,0.488065,0.376697,0.640003,0.998285,0.78759,0.000248208,0.00124396,0.00500592,15088318594308599739
202,random,Y_HALFALPHA,both_update,1,0.5,0.560019,0.354027,0.235764,0.998576,0.769958,0.000248625,0.00125575,0.00498742,4914822966185049061
303,random,Y_HALFALPHA,both_update,1,0.5,0.137366,0.0918193,0.647319,0.997255,0.781043,0.000253875,0.00126771,0.00500675,4592148954548078428
404,random,Y_HALFALPHA,both_update,1,0.5,0.528638,0.346334,0.505923,0.99832,0.796892,0.000249333,0.00125554,0.00499383,3352798620045422019
505,random,Y_HALFALPHA,both_update,1,0.5,0.572932,0.379389,0.465792,0.99858,0.728679,0.000247417,0.00124296,0.00498042,4759851087943297059
606,random,Y_HALFALPHA,both_update,1,0.5,0.48956,0.350524,0.454242,0.997783,0.778445,0.000251,0.00126108,0.00499421,7977712089098221410
707,random,Y_HALFALPHA,both_update,1,0.5,0.615975,0.424241,0.592187,0.997695,0.80447,0.000251792,0.00125763,0.00500646,6626978477444108832
808,random,Y_HALFALPHA,both_update,1,0.5,0.138496,0.0854363,0.320746,0.997812,0.792559,0.000251792,0.00124754,0.00497671,8938853467923338380
909,random,Y_HALFALPHA,both_update,1,0.5,0.618682,0.467363,0.659563,0.997713,0.790895,0.000252875,0.00125146,0.00499371,7523379821232620433
1010,random,Y_HALFALPHA,both_update,1,0.5,0.509542,0.350499,0.472531,0.998215,0.824254,0.000249875,0.00125117,0.00500513,6095443981521357002
1111,random,Y_HALFALPHA,both_update,1,0.5,0.152486,0.154872,0.39423,0.998232,0.073185,0.000251,0.00123296,0.00496196,1709130890311390258
1212,random,Y_HALFALPHA,both_update,1,0.5,0.303885,0.207608,0.550345,0.998477,0.773223,0.00025025,0.00125942,0.00500263,6566218846149515846
1313,random,Y_HALFALPHA,both_update,1,0.5,0.0496768,0.051453,0.281897,0.998499,0.794235,0.000249875,0.00123775,0.00496054,5265459889430765273
1414,random,Y_HALFALPHA,both_update,1,0.5,0.537125,0.364197,0.263901,0.998926,0.831303,0.000251125,0.00126492,0.00501371,16757399655768377468
1515,random,Y_HALFALPHA,both_update,1,0.5,0.397316,0.269042,0.308883,0.997813,0.758684,0.000244042,0.00124642,0.00496383,15553783089522774953
1616,random,Y_HALFALPHA,both_update,1,0.5,0.578449,0.457574,0.566465,0.997221,0.782438,0.000249292,0.0012575,0.00498654,2925567432917206370
1717,random,Y_HALFALPHA,both_update,1,0.5,0.567443,0.366563,0.420723,0.998241,0.807977,0.000247375,0.00123758,0.00498325,5315331658029473431
1818,random,Y_HALFALPHA,both_update,1,0.5,0.0484612,0.0520015,0.420489,0.997784,0.789036,0.000251375,0.0012485,0.00498958,8503298889816827995
1919,random,Y_HALFALPHA,both_update,1,0.5,0.635154,0.449278,0.29625,0.997891,0.789779,0.00024975,0.00124192,0.0049755,2554226534663858501
2020,random,Y_HALFALPHA,both_update,1,0.5,0.188266,0.0719985,0.620823,0.996668,0.79752,0.000251375,0.00123221,0.00497462,412551867755059251
2121,random,Y_HALFALPHA,both_update,1,0.5,0.257535,0.190559,0.517103,0.997405,0.812634,0.000241875,0.00124625,0.00497975,6823530061885106871
2222,random,Y_HALFALPHA,both_update,1,0.5,0.235412,0.189134,0.589496,0.998117,0.757439,0.000244083,0.00124738,0.00499696,9549826686038314684
2323,random,Y_HALFALPHA,both_update,1,0.5,0.131795,0.119578,0.401654,0.998433,0.798545,0.0002535,0.00124875,0.00498863,12942702738109462900
2424,random,Y_HALFALPHA,both_update,1,0.5,0.544804,0.359828,0.228276,0.998817,0.823213,0.000247167,0.00125913,0.00501483,1924404037196765821
2525,random,Y_HALFALPHA,both_update,1,0.5,0.69775,0.453001,0.236756,0.999264,0.809086,0.000253417,0.00124242,0.004967,2742544841774463500
2626,random,Y_HALFALPHA,both_update,1,0.5,0.188272,0.119406,0.425848,0.997895,0.784389,0.000252292,0.00123508,0.00497933,620250434444110995
2727,random,Y_HALFALPHA,both_update,1,0.5,0.0423963,0.0628406,0.392507,0.998578,0.578447,0.000260125,0.00125679,0.00497333,2022552238131814483
2828,random,Y_HALFALPHA,both_update,1,0.5,0.548095,0.383163,0.584052,0.997285,0.796448,0.000253167,0.0012575,0.00499158,3998001521368178311
2929,random,Y_HALFALPHA,both_update,1,0.5,0.59557,0.418101,0.677085,0.997581,0.796882,0.000252042,0.00124425,0.00497775,9683457375107194807
3030,random,Y_HALFALPHA,both_update,1,0.5,0.0481192,0.0550913,0.440006,0.998716,0.808803,0.000248833,0.00125204,0.00497058,10071646235806721820
3131,random,Y_HALFALPHA,both_update,1,0.5,0.503299,0.305758,0.329484,0.998296,0.76793,0.000247417,0.00125225,0.00498942,9229365724962856925
3232,random,Y_HALFALPHA,both_update,1,0.5,0.042874,0.0583317,0.498358,0.997477,0.767767,0.000251708,0.00125296,0.00499787,13671435268397155858
3333,random,Y_HALFALPHA,both_update,1,0.5,0.0464441,0.044397,0.593389,0.9973,0.778781,0.000246833,0.001239,0.00495612,2059749156295377661
3434,random,Y_HALFALPHA,both_update,1,0.5,0.126542,0.0847902,0.487628,0.998245,0.835985,0.000251875,0.00124408,0.004983,7553414289207416667
3535,random,Y_HALFALPHA,both_update,1,0.5,0.0494444,0.0674918,0.596472,0.9982,0.5983,0.0002545,0.00126125,0.00500029,14471077341508696832
3636,random,Y_HALFALPHA,both_update,1,0.5,0.0711467,0.077686,0.513362,0.997264,0.722774,0.000249958,0.00124887,0.00496383,16185903053348071721
3737,random,Y_HALFALPHA,both_update,1,0.5,0.209922,0.128539,0.664211,0.997639,0.798504,0.000255667,0.00125208,0.00498858,5416711868088930675
3838,random,Y_HALFALPHA,both_update,1,0.5,0.364049,0.213269,0.391549,0.998074,0.833031,0.000253625,0.00126267,0.00500525,3366072728673555250
3939,random,Y_HALFALPHA,both_update,1,0.5,0.127531,0.103203,0.432006,0.997973,0.83004,0.000241583,0.00123354,0.004962,13885551371623210596
4040,random,Y_HALFALPHA,both_update,1,0.5,0.267545,0.167755,0.408135,0.997529,0.79315,0.000251083,0.00124275,0.00496796,13341758029431325002
4141,random,Y_HALFALPHA,both_update,1,0.5,0.257593,0.182235,0.499976,0.997718,0.792295,0.000248958,0.0012475,0.00499296,10471921851167804589
4242,random,Y_HALFALPHA,both_update,1,0.5,0.0833622,0.0585956,0.572431,0.997341,0.762976,0.000254458,0.00124546,0.00497712,11216438071147082940
4343,random,Y_HALFALPHA,both_update,1,0.5,0.312051,0.208169,0.541106,0.997782,0.765764,0.000249333,0.00123896,0.00497129,14660719490780590819
4444,random,Y_HALFALPHA,both_update,1,0.5,0.510383,0.338391,0.334022,0.999038,0.809692,0.000248458,0.00124546,0.00497029,12858910272898107015
4545,random,Y_HALFALPHA,both_update,1,0.5,0.57898,0.378472,0.64109,0.997454,0.778605,0.000250875,0.00125063,0.00496879,4665785661025933132
4646,random,Y_HALFALPHA,both_update,1,0.5,0.208403,0.153238,0.204235,0.999128,0.808111,0.000253917,0.001259,0.00498004,10612391144567432223
4747,random,Y_HALFALPHA,both_update,1,0.5,0.141226,0.0623936,0.194599,0.999079,0.774417,0.000249583,0.00124908,0.00497679,2806913601698330356
4848,random,Y_HALFALPHA,both_update,1,0.5,0.166512,0.113037,0.44296,0.998552,0.795174,0.000254417,0.00124862,0.00500308,13041343288079651521
4949,random,Y_HALFALPHA,both_update,1,0.5,0.48831,0.353215,0.381301,0.999545,0.861973,0.000252458,0.00124471,0.00498117,15688078512293176947
5050,random,Y_HALFALPHA,both_update,1,0.5,0.0708889,0.0541142,0.16056,0.999006,0.835233,0.000248208,0.00125821,0.00498308,14347374636339464340
5151,random,Y_HALFALPHA,both_update,1,0.5,0.361013,0.218542,0.622343,0.998568,0.782048,0.000253875,0.00125487,0.00499342,9535685278167279799
5252,random,Y_HALFALPHA,both_update,1,0.5,0.567483,0.356754,0.58855,0.997007,0.81365,0.000248292,0.00125129,0.00498538,8498188523165093839
5353,random,Y_HALFALPHA,both_update,1,0.5,0.0634835,0.0762251,0.550019,0.997901,0.76127,0.000249958,0.0012565,0.00500179,11689919448206570347
5454,random,Y_HALFALPHA,both_update,1,0.5,0.361233,0.297287,0.323416,0.998772,0.795919,0.00025275,0.00125058,0.00499987,7295714592094838707
5555,random,Y_HALFALPHA,both_update,1,0.5,0.514679,0.320821,0.730755,0.997282,0.625607,0.000253,0.00125254,0.00499367,5149605271688457828
5656,random,Y_HALFALPHA,both_update,1,0.5,0.0546333,0.0647277,0.348213,0.998561,0.821884,0.000246875,0.00124867,0.00499063,11541920501219194692
101,metric,D,original_one_sided,1,1,0.599925,0.431189,0.463216,0.997403,0.709831,0.496899,0.969299,0.999666,3559426015699777325
202,metric,D,original_one_sided,1,1,0.616389,0.406221,0.116048,0.997968,0.675329,0.504891,0.967665,0.999664,8861501511035084803
303,metric,D,original_one_sided,1,1,0.354483,0.275343,0.458677,0.995877,0.705777,0.498876,0.968963,0.999666,8975225533692162084
404,metric,D,original_one_sided,1,1,0.622106,0.405139,0.292504,0.997351,0.742087,0.495379,0.969649,0.999666,6408376361024084176
505,metric,D,original_one_sided,1,1,0.617253,0.408319,0.326421,0.997912,0.685067,0.504127,0.966963,0.999666,2417799959161368895
606,metric,D,original_one_sided,1,1,0.550945,0.378866,0.276816,0.996709,0.709175,0.500637,0.96852,0.999665,8501317459509533388
707,metric,D,original_one_sided,1,1,0.602268,0.409272,0.376499,0.9966,0.741174,0.498758,0.969091,0.999666,15662171287071666310
808,metric,D,original_one_sided,1,1,0.0546806,0.0581388,0.218335,0.996807,0.708133,0.499368,0.968739,0.999666,18407015339054756915
909,metric,D,original_one_sided,1,1,0.639004,0.464196,0.456646,0.996438,0.724556,0.496345,0.969601,0.999666,4478544239149268252
1010,metric,D,original_one_sided,1,1,0.583776,0.389332,0.257828,0.997447,0.746968,0.498916,0.968746,0.999666,755190751463251717
1111,metric,D,original_one_sided,1,1,0.146942,0.147014,0.239161,0.997493,0.215895,0.500946,0.968327,0.999666,2585996189402064103
1212,metric,D,original_one_sided,1,1,0.463814,0.334996,0.329479,0.997548,0.671416,0.501158,0.967689,0.999665,10907425003270472288
1313,metric,D,original_one_sided,1,1,0.0770596,0.0657312,0.167558,0.997601,0.712028,0.499982,0.967941,0.999666,15571437015538450152
1414,metric,D,original_one_sided,1,1,0.045898,0.0190603,0.133171,0.998463,0.741429,0.497419,0.969611,0.999662,13818401187068647710
1515,metric,D,original_one_sided,1,1,0.178362,0.141102,0.178868,0.996862,0.672661,0.498967,0.968786,0.999666,9520103818991610358
1616,metric,D,original_one_sided,1,1,0.556587,0.422289,0.342277,0.995886,0.712114,0.496722,0.968878,0.999666,6370879064388483270
1717,metric,D,original_one_sided,1,1,0.15644,0.0722228,0.277116,0.997413,0.73163,0.503721,0.967596,0.999666,4617993730958730273
1818,metric,D,original_one_sided,1,1,0.250533,0.170918,0.259065,0.996742,0.718138,0.498797,0.968781,0.999665,17586438532403991777
1919,metric,D,original_one_sided,1,1,0.665255,0.454847,0.167778,0.996953,0.715311,0.501561,0.968124,0.999666,6444216289996203163
2020,metric,D,original_one_sided,1,1,0.0782153,0.0475232,0.390784,0.99502,0.752533,0.501182,0.968137,0.999665,14203824128266736466
2121,metric,D,original_one_sided,1,1,0.399314,0.298937,0.280411,0.996256,0.740661,0.498499,0.968454,0.999666,470293244118626530
2222,metric,D,original_one_sided,1,1,0.400645,0.300913,0.350724,0.997242,0.703728,0.498383,0.968519,0.999665,690806196399698726
2323,metric,D,original_one_sided,1,1,0.362054,0.276765,0.230159,0.997732,0.728662,0.501277,0.968433,0.999666,16518831560136876437
2424,metric,D,original_one_sided,1,1,0.670143,0.429557,0.149668,0.998299,0.740316,0.499726,0.968886,0.999666,3390124477181697281
2525,metric,D,original_one_sided,1,1,0.738399,0.470049,0.13488,0.998942,0.72805,0.497711,0.968526,0.999666,1245026577677357165
2626,metric,D,original_one_sided,1,1,0.0690289,0.0760543,0.245573,0.996795,0.679836,0.50155,0.968726,0.999666,869329739285468153
2727,metric,D,original_one_sided,1,1,0.0471762,0.0673235,0.293627,0.997955,0.617147,0.492128,0.970876,0.999666,12780902941967493027
2828,metric,D,original_one_sided,1,1,0.512875,0.363862,0.356628,0.996053,0.729024,0.496055,0.969207,0.999666,534076354844399053
2929,metric,D,original_one_sided,1,1,0.636122,0.434072,0.410404,0.996418,0.737818,0.501187,0.968439,0.999666,11754423099787532076
3030,metric,D,original_one_sided,1,1,0.112773,0.105358,0.244681,0.998094,0.719743,0.503937,0.96729,0.999666,15376427095147143198
3131,metric,D,original_one_sided,1,1,0.545416,0.35126,0.215474,0.997385,0.69683,0.499268,0.968493,0.999666,9994664459323176775
3232,metric,D,original_one_sided,1,1,0.0978583,0.102463,0.301604,0.996236,0.684162,0.498793,0.968372,0.999665,9846777445618850379
3333,metric,D,original_one_sided,1,1,0.102454,0.0951405,0.348787,0.995993,0.688867,0.501541,0.968166,0.999666,8825895997207593111
3434,metric,D,original_one_sided,1,1,0.0794334,0.0622729,0.262254,0.997515,0.75525,0.496885,0.969147,0.999666,14632231646609225605
3535,metric,D,original_one_sided,1,1,0.0418747,0.0651905,0.38658,0.997368,0.528169,0.50151,0.96841,0.999665,2108637305347216239
3636,metric,D,original_one_sided,1,1,0.314196,0.263021,0.321535,0.995957,0.64266,0.498119,0.968784,0.999666,6543343146681988703
3737,metric,D,original_one_sided,1,1,0.353643,0.252503,0.453351,0.996426,0.73209,0.50006,0.968373,0.999666,16296054133293611688
3838,metric,D,original_one_sided,1,1,0.384371,0.242989,0.257086,0.99714,0.795427,0.498252,0.968776,0.999666,10642942659404546619
3939,metric,D,original_one_sided,1,1,0.339161,0.248965,0.240368,0.996927,0.754346,0.501915,0.96819,0.999666,6058391405990210476
4040,metric,D,original_one_sided,1,1,0.311123,0.224187,0.261339,0.996225,0.707189,0.499063,0.968503,0.999666,7294425834470909113
4141,metric,D,original_one_sided,1,1,0.38765,0.255419,0.257151,0.996702,0.706177,0.500386,0.968262,0.999666,11629758876801713625
4242,metric,D,original_one_sided,1,1,0.0477699,0.0577654,0.409168,0.996144,0.706041,0.499086,0.96895,0.999665,17409735103770715606
4343,metric,D,original_one_sided,1,1,0.361024,0.275105,0.372502,0.996756,0.689975,0.501289,0.96761,0.999666,7512600068124043673
4444,metric,D,original_one_sided,1,1,0.552917,0.366872,0.231355,0.998592,0.750296,0.502814,0.967885,0.999666,9243231461731550061
4545,metric,D,original_one_sided,1,1,0.591118,0.417497,0.397214,0.99614,0.711419,0.498963,0.968448,0.999666,9237439634471202478
4646,metric,D,original_one_sided,1,1,0.38151,0.283042,0.0780401,0.998667,0.722314,0.499246,0.968422,0.999666,16471789423557286906
4747,metric,D,original_one_sided,1,1,0.0862482,0.0780126,0.108873,0.998692,0.733523,0.500075,0.968825,0.999666,5764354274457717627
4848,metric,D,original_one_sided,1,1,0.334057,0.243045,0.282995,0.997877,0.71841,0.498143,0.969176,0.999666,929370163235647485
4949,metric,D,original_one_sided,1,1,0.520926,0.359562,0.207705,0.999276,0.786766,0.499986,0.969006,0.999666,7897670316852742842
5050,metric,D,original_one_sided,1,1,0.104896,0.0918411,0.0807177,0.998558,0.773167,0.503679,0.967656,0.999666,8610966102261512007
5151,metric,D,original_one_sided,1,1,0.169729,0.134221,0.378331,0.997766,0.700591,0.500837,0.96861,0.999665,952789433277626565
5252,metric,D,original_one_sided,1,1,0.608596,0.390206,0.424116,0.995499,0.754987,0.498559,0.968757,0.999666,13493132353709333933
5353,metric,D,original_one_sided,1,1,0.162454,0.142997,0.317906,0.9968,0.708755,0.499838,0.968321,0.999664,12535506671549849092
5454,metric,D,original_one_sided,1,1,0.448534,0.342068,0.201941,0.998092,0.721495,0.500097,0.968702,0.999666,11508579148161379995
5555,metric,D,original_one_sided,1,1,0.528832,0.357216,0.523929,0.995877,0.586476,0.498685,0.96916,0.999666,11029409976304768434
5656,metric,D,original_one_sided,1,1,0.214739,0.185903,0.210856,0.997747,0.750438,0.501947,0.967439,0.999666,9835217039994277977
101,metric,Y,both_update,1,1,0.625189,0.430491,0.464116,0.99917,0.734941,0.497667,0.970417,0.999833,3559426015699777325
202,metric,Y,both_update,1,1,0.417514,0.265718,0.111231,0.999353,0.700423,0.508333,0.968417,0.999833,8861501511035084803
303,metric,Y,both_update,1,1,0.166095,0.153899,0.443971,0.998643,0.712691,0.498917,0.9705,0.999833,8975225533692162084
404,metric,Y,both_update,1,1,0.387736,0.303374,0.340965,0.999068,0.744854,0.497,0.970417,0.999833,6408376361024084176
505,metric,Y,both_update,1,1,0.443386,0.310584,0.319556,0.99931,0.652882,0.50425,0.966167,0.999833,2417799959161368895
606,metric,Y,both_update,1,1,0.59118,0.397571,0.271208,0.998906,0.710825,0.50225,0.968667,0.999833,8501317459509533388
707,metric,Y,both_update,1,1,0.579928,0.37574,0.372798,0.998903,0.741461,0.5,0.969333,0.999833,15662171287071666310
808,metric,Y,both_update,1,1,0.370576,0.270526,0.212088,0.998993,0.738467,0.498833,0.967667,0.999833,18407015339054756915
909,metric,Y,both_update,1,1,0.62854,0.443627,0.458133,0.998717,0.750463,0.496917,0.970417,0.999833,4478544239149268252
1010,metric,Y,both_update,1,1,0.388828,0.289717,0.244212,0.999178,0.758751,0.498417,0.970167,0.999833,755190751463251717
1111,metric,Y,both_update,1,1,0.686613,0.508328,0.228502,0.999181,0.0553318,0.50225,0.968167,0.999833,2585996189402064103
1212,metric,Y,both_update,1,1,0.237362,0.188847,0.377445,0.999081,0.72465,0.497583,0.969583,0.999833,10907425003270472288
1313,metric,Y,both_update,1,1,0.0455535,0.0489551,0.161872,0.999126,0.736812,0.496583,0.967417,0.999833,15571437015538450152
1414,metric,Y,both_update,1,1,0.544732,0.353936,0.129289,0.999489,0.780876,0.498417,0.968833,0.999833,13818401187068647710
1515,metric,Y,both_update,1,1,0.110794,0.0893608,0.166908,0.999031,0.685067,0.497417,0.968083,0.999833,9520103818991610358
1616,metric,Y,both_update,1,1,0.572462,0.427266,0.360936,0.998642,0.739491,0.49375,0.97025,0.999833,6370879064388483270
1717,metric,Y,both_update,1,1,0.581214,0.362187,0.27423,0.999162,0.746812,0.50375,0.9665,0.999833,4617993730958730273
1818,metric,Y,both_update,1,1,0.053123,0.0595192,0.270764,0.998865,0.724773,0.501333,0.969667,0.999833,17586438532403991777
1919,metric,Y,both_update,1,1,0.650259,0.423792,0.169213,0.999011,0.726005,0.501167,0.968583,0.999833,6444216289996203163
2020,metric,Y,both_update,1,1,0.120246,0.0802437,0.407891,0.998245,0.743856,0.502083,0.967917,0.999833,14203824128266736466
2121,metric,Y,both_update,1,1,0.0999372,0.0801088,0.271326,0.998737,0.76168,0.497667,0.97075,0.999833,470293244118626530
2222,metric,Y,both_update,1,1,0.212951,0.175339,0.39092,0.999071,0.706064,0.497333,0.969083,0.999833,690806196399698726
2323,metric,Y,both_update,1,1,0.109542,0.105121,0.224732,0.999285,0.740065,0.503917,0.966583,0.999833,16518831560136876437
2424,metric,Y,both_update,1,1,0.653819,0.419682,0.150214,0.999445,0.752158,0.500667,0.9685,0.999833,3390124477181697281
2525,metric,Y,both_update,1,1,0.666312,0.420892,0.130591,0.999665,0.743706,0.497083,0.97025,0.999833,1245026577677357165
2626,metric,Y,both_update,1,1,0.0640593,0.0708341,0.271548,0.998941,0.722476,0.506917,0.96925,0.999833,869329739285468153
2727,metric,Y,both_update,1,1,0.0423154,0.062768,0.296449,0.999319,0.53134,0.4915,0.972,0.999833,12780902941967493027
2828,metric,Y,both_update,1,1,0.440244,0.348398,0.369108,0.998647,0.737844,0.491083,0.969917,0.999833,534076354844399053
2929,metric,Y,both_update,1,1,0.596273,0.396258,0.394906,0.998839,0.743398,0.50575,0.966167,0.999833,11754423099787532076
3030,metric,Y,both_update,1,1,0.0374461,0.0496015,0.236021,0.999331,0.754204,0.5045,0.967917,0.999833,15376427095147143198
3131,metric,Y,both_update,1,1,0.353925,0.24378,0.19252,0.999059,0.727299,0.499917,0.96875,0.999833,9994664459323176775
3232,metric,Y,both_update,1,1,0.0421091,0.0578341,0.312274,0.998676,0.704112,0.496167,0.970167,0.999833,9846777445618850379
3333,metric,Y,both_update,1,1,0.0463864,0.0443777,0.387814,0.998665,0.726533,0.49925,0.967417,0.999833,8825895997207593111
3434,metric,Y,both_update,1,1,0.0422804,0.0513589,0.277872,0.999209,0.774787,0.49625,0.969083,0.999833,14632231646609225605
3535,metric,Y,both_update,1,1,0.0412766,0.0647773,0.379296,0.999092,0.541588,0.501667,0.968,0.99975,2108637305347216239
3636,metric,Y,both_update,1,1,0.0638529,0.0728087,0.33158,0.998633,0.666108,0.494417,0.969667,0.999833,6543343146681988703
3737,metric,Y,both_update,1,1,0.0576689,0.0521025,0.44897,0.998811,0.74486,0.501,0.970667,0.999833,16296054133293611688
3838,metric,Y,both_update,1,1,0.340076,0.217949,0.240537,0.999004,0.790887,0.499333,0.969667,0.999833,10642942659404546619
3939,metric,Y,both_update,1,1,0.104244,0.0904878,0.274284,0.99894,0.779243,0.502333,0.966833,0.999833,6058391405990210476
4040,metric,Y,both_update,1,1,0.180649,0.128245,0.260955,0.998798,0.744764,0.500083,0.967083,0.999833,7294425834470909113
4141,metric,Y,both_update,1,1,0.106279,0.109953,0.25793,0.998918,0.724485,0.501,0.967,0.999833,11629758876801713625
4242,metric,Y,both_update,1,1,0.234236,0.176467,0.401681,0.998769,0.715682,0.49875,0.968,0.999833,17409735103770715606
4343,metric,Y,both_update,1,1,0.0699683,0.0864817,0.395845,0.998959,0.719658,0.501167,0.968083,0.999833,7512600068124043673
4444,metric,Y,both_update,1,1,0.383894,0.267136,0.228946,0.99955,0.765167,0.504667,0.96475,0.999833,9243231461731550061
4545,metric,Y,both_update,1,1,0.435898,0.291936,0.425485,0.998682,0.725565,0.49725,0.968833,0.999833,9237439634471202478
4646,metric,Y,both_update,1,1,0.1131,0.105424,0.0931937,0.999545,0.743708,0.496667,0.97,0.999833,16471789423557286906
4747,metric,Y,both_update,1,1,0.0545157,0.0440252,0.108825,0.999574,0.665595,0.50375,0.96975,0.999833,5764354274457717627
4848,metric,Y,both_update,1,1,0.073763,0.0654114,0.282253,0.999305,0.723538,0.5,0.968,0.999833,929370163235647485
